Date,Open,High,Low,Close,Volume
05/22/2025,"1,027.73","1,028.78","1,014.12","1,018.13","1,660,909"
05/21/2025,"1,030.94","1,039.47","1,023.80","1,025.30","1,438,885"
05/20/2025,"1,030.01","1,038.00","1,030.01","1,036.82","2,271,232"
05/19/2025,"1,018.60","1,034.99","1,012.89","1,034.34","1,879,788"
05/16/2025,"1,012.49","1,028.26","1,009.00","1,025.83","2,033,744"
05/15/2025,"992.65","1,014.00","983.00","1,010.47","2,470,690"
05/14/2025,"998.76","999.86","990.52","991.54","2,214,978"
05/13/2025,"1,013.72","1,023.83","987.60","999.03","2,917,044"
05/12/2025,"1,009.79","1,016.91","992.24","1,016.15","2,069,049"
05/09/2025,"1,004.61","1,010.71","998.05","1,008.09","1,176,656"
05/08/2025,"1,013.50","1,017.00","991.40","1,007.71","1,882,643"
05/07/2025,"1,011.18","1,014.10","1,001.47","1,007.15","1,316,596"
05/06/2025,"1,008.45","1,016.23","1,003.51","1,010.50","1,381,248"
05/05/2025,"1,007.51","1,017.78","1,002.50","1,014.89","1,952,580"
05/02/2025,"1,007.83","1,018.00","1,004.61","1,008.30","1,547,710"
05/01/2025,"990.10","1,006.38","985.00","999.04","1,829,874"
04/30/2025,"990.00","997.76","976.55","994.50","2,212,362"
04/29/2025,"978.00","993.21","971.06","991.70","1,523,146"
04/28/2025,"978.50","985.30","968.78","978.54","1,616,155"
04/25/2025,"973.97","978.32","962.88","977.16","1,780,887"
04/24/2025,"973.60","978.00","960.71","975.48","2,468,463"
04/23/2025,"994.52","995.75","969.00","975.84","2,109,653"
04/22/2025,"969.75","987.45","966.78","979.23","2,230,645"
04/21/2025,"993.00","996.99","942.97","957.77","2,841,310"
04/17/2025,"973.28","999.92","971.99","994.50","2,711,124"
04/16/2025,"972.13","978.65","959.24","967.75","2,531,715"
04/15/2025,"985.35","994.00","974.25","976.92","1,788,151"
04/14/2025,"970.00","987.13","965.00","979.32","2,219,943"
04/11/2025,"963.96","970.21","943.16","963.41","2,721,811"
04/10/2025,"966.50","993.41","942.89","964.31","4,209,053"
04/09/2025,"908.00","967.46","897.67","965.19","5,084,527"
04/08/2025,"932.05","942.99","899.57","908.75","3,545,403"
04/07/2025,"887.75","937.82","871.71","908.13","4,626,591"
04/04/2025,"955.00","964.52","914.14","916.48","5,166,988"
04/03/2025,"931.08","981.35","928.00","967.08","3,096,918"
04/02/2025,"950.84","970.89","950.00","965.08","1,719,896"
04/01/2025,"942.42","957.72","938.75","954.40","2,041,507"
03/31/2025,"922.36","995.00","922.04","945.78","3,101,963"
03/28/2025,"937.50","938.75","926.00","929.66","2,100,487"
03/27/2025,"929.56","942.90","928.00","938.75","1,546,989"
03/26/2025,"934.33","939.42","923.45","929.75","1,646,854"
03/25/2025,"926.63","932.29","922.49","930.26","1,622,981"
03/24/2025,"920.00","928.65","920.00","926.04","2,208,062"
03/21/2025,"888.75","909.77","883.96","909.26","3,447,576"
03/20/2025,"901.50","907.48","894.10","895.40","1,891,797"
03/19/2025,"902.86","910.16","896.00","904.05","1,908,521"
03/18/2025,"913.00","917.56","896.84","898.05","2,182,005"
03/17/2025,"901.63","923.39","898.00","916.61","2,256,059"
03/14/2025,"891.81","906.95","881.56","903.92","3,186,406"
03/13/2025,"922.00","923.50","887.47","890.62","3,447,210"
03/12/2025,"938.00","944.38","923.25","927.08","2,331,610"
03/11/2025,"931.00","938.00","921.20","930.49","3,204,869"
03/10/2025,"955.47","959.66","924.03","934.41","4,459,854"
03/07/2025,"995.15","1,002.42","942.78","964.31","5,510,718"
03/06/2025,"1,032.95","1,045.89","1,019.05","1,026.62","2,594,563"
03/05/2025,"1,033.08","1,050.98","1,028.50","1,047.75","1,898,604"
03/04/2025,"1,045.73","1,047.93","1,028.73","1,036.87","2,536,792"
03/03/2025,"1,051.74","1,066.00","1,041.14","1,046.85","2,422,451"
02/28/2025,"1,030.61","1,049.38","1,023.99","1,048.61","3,307,117"
02/27/2025,"1,034.00","1,042.53","1,018.83","1,021.71","1,629,074"
02/26/2025,"1,050.14","1,058.89","1,030.18","1,031.97","1,555,684"
02/25/2025,"1,040.73","1,057.02","1,037.46","1,055.66","2,083,802"
02/24/2025,"1,028.54","1,038.19","1,025.22","1,035.60","1,759,749"
02/21/2025,"1,034.61","1,036.21","1,024.68","1,035.03","1,816,308"
02/20/2025,"1,053.64","1,053.64","1,033.85","1,034.83","2,000,545"
02/19/2025,"1,056.06","1,063.18","1,053.00","1,062.54","1,349,634"
02/18/2025,"1,069.21","1,071.00","1,045.24","1,056.03","2,090,589"
02/14/2025,"1,076.48","1,077.49","1,068.01","1,071.85","1,410,728"
02/13/2025,"1,067.01","1,078.24","1,064.65","1,076.86","1,623,281"
02/12/2025,"1,054.15","1,067.00","1,051.00","1,065.12","1,662,315"
02/11/2025,"1,059.91","1,066.00","1,049.04","1,058.34","1,748,505"
02/10/2025,"1,052.00","1,063.00","1,046.00","1,061.92","2,036,894"
02/07/2025,"1,047.00","1,056.71","1,035.51","1,043.81","1,632,854"
02/06/2025,"1,050.00","1,063.00","1,044.20","1,050.99","2,218,045"
02/05/2025,"1,020.00","1,043.09","1,020.00","1,042.88","2,050,058"
02/04/2025,"1,005.40","1,024.35","999.65","1,021.86","2,001,641"
02/03/2025,"972.39","1,009.61","968.94","1,005.83","2,751,018"
01/31/2025,"976.24","991.00","975.78","979.88","1,875,713"
01/30/2025,"970.30","986.75","970.10","979.01","1,788,180"
01/29/2025,"957.80","968.26","955.00","964.02","1,713,749"
01/28/2025,"961.83","965.71","954.07","958.67","2,166,375"
01/27/2025,"930.00","966.99","927.18","965.25","3,044,682"
01/24/2025,"942.16","946.04","933.56","939.68","1,562,422"
01/23/2025,"941.69","943.39","936.49","942.16","1,352,440"
01/22/2025,"951.23","951.94","939.24","944.70","2,154,991"
01/21/2025,"945.25","956.55","943.50","947.73","2,042,443"
01/17/2025,"930.00","943.80","924.57","943.19","2,375,012"
01/16/2025,"924.73","927.40","917.82","919.75","1,352,957"
01/15/2025,"927.26","932.87","918.30","923.50","1,839,386"
01/14/2025,"924.30","927.76","909.92","917.23","1,683,757"
01/13/2025,"934.00","934.99","921.00","924.70","1,693,763"
01/10/2025,"933.36","944.28","923.50","936.94","2,765,797"
01/08/2025,"922.98","930.50","915.42","927.37","1,774,763"
01/07/2025,"923.84","931.31","916.43","921.37","1,887,982"
01/06/2025,"917.98","927.41","913.27","922.71","1,970,405"
01/03/2025,"914.33","924.21","911.00","916.58","1,614,211"
01/02/2025,"915.00","925.77","902.00","909.81","1,767,658"
12/31/2024,"923.65","924.74","912.54","916.27","1,742,939"
12/30/2024,"931.00","934.17","915.50","922.21","1,881,241"
12/27/2024,"948.72","950.45","932.00","939.70","1,943,440"
12/26/2024,"956.82","959.41","954.00","956.14","969,936"
12/24/2024,"950.74","959.38","945.45","958.82","939,029"
12/23/2024,"953.88","954.26","937.00","949.91","1,856,831"
12/20/2024,"949.39","961.94","943.05","954.07","5,373,797"
12/19/2024,"974.51","974.64","953.51","954.80","2,610,843"
12/18/2024,"982.00","985.60","964.00","964.74","2,725,300"
12/17/2024,"994.00","996.92","980.76","982.08","2,050,219"
12/16/2024,"989.05","1,008.25","986.37","992.87","2,581,292"
12/13/2024,"981.00","1,006.68","965.73","989.35","2,951,921"
12/12/2024,"1,001.68","1,002.47","987.21","988.39","2,344,334"
12/11/2024,"995.00","1,007.80","993.59","994.69","1,903,635"
12/10/2024,"989.73","994.99","985.88","993.40","1,556,751"
12/09/2024,"997.01","997.01","980.50","987.86","1,855,470"
12/06/2024,"982.26","997.71","982.26","992.61","1,737,317"
12/05/2024,"986.66","990.13","978.20","982.26","2,089,430"
12/04/2024,"982.00","991.15","977.55","990.92","1,784,687"
12/03/2024,"974.69","983.00","970.76","982.15","1,653,910"
12/02/2024,"971.36","976.50","964.76","975.00","1,955,774"
11/29/2024,"968.09","973.27","962.47","971.88","1,095,860"
11/27/2024,"971.46","972.29","958.59","961.55","1,499,464"
11/26/2024,"964.00","974.37","960.89","971.50","1,438,037"
11/25/2024,"975.00","975.00","949.69","960.89","3,240,929"
11/22/2024,"962.74","976.30","958.52","964.01","2,078,740"
11/21/2024,"935.00","958.49","930.00","955.65","2,320,548"
11/20/2024,"925.08","928.80","916.50","928.08","1,452,130"
11/19/2024,"928.00","934.00","916.36","930.15","1,690,536"
11/18/2024,"910.64","925.94","907.11","919.51","1,797,786"
11/15/2024,"917.74","920.55","905.56","907.07","2,269,945"
11/14/2024,"927.00","931.15","922.17","923.89","1,859,919"
11/13/2024,"930.00","937.59","923.20","933.73","1,757,645"
11/12/2024,"935.95","939.56","927.00","932.38","1,691,807"
11/11/2024,"943.80","951.28","931.44","932.88","2,181,815"
11/08/2024,"914.00","962.00","913.75","943.80","3,277,090"
11/07/2024,"898.62","919.48","894.37","913.93","2,145,454"
11/06/2024,"898.28","899.90","886.28","899.25","2,437,420"
11/05/2024,"888.00","895.58","886.80","890.17","1,622,264"
11/04/2024,"881.34","887.00","876.73","886.07","1,577,144"
11/01/2024,"874.27","879.41","867.34","877.31","1,625,161"
10/31/2024,"877.20","877.65","868.65","874.18","1,771,876"
10/30/2024,"886.38","886.57","877.37","879.09","1,412,209"
10/29/2024,"890.00","891.17","874.09","886.99","1,361,681"
10/28/2024,"895.99","895.99","890.00","890.96","912,507"
10/25/2024,"895.65","901.62","890.00","891.22","1,425,842"
10/24/2024,"901.50","903.50","888.26","893.42","1,649,565"
10/23/2024,"896.02","905.68","894.99","899.17","2,193,473"
10/22/2024,"890.98","894.89","884.31","893.49","1,189,653"
10/21/2024,"889.00","891.40","883.70","886.77","1,184,880"
10/18/2024,"885.76","890.61","883.75","889.56","1,654,015"
10/17/2024,"891.56","895.33","882.80","885.29","1,321,463"
10/16/2024,"889.92","891.33","879.50","887.38","1,475,495"
10/15/2024,"892.09","900.65","889.55","894.61","1,613,905"
10/14/2024,"892.45","895.17","886.26","889.76","1,431,497"
10/11/2024,"894.50","894.50","885.50","889.03","1,527,294"
10/10/2024,"910.00","910.00","891.84","893.63","1,765,785"
10/09/2024,"892.24","910.00","887.87","909.10","1,956,453"
10/08/2024,"876.70","891.31","876.70","890.42","1,697,910"
10/07/2024,"881.60","887.71","872.33","873.59","1,963,158"
10/04/2024,"877.99","884.29","875.67","883.11","1,517,311"
10/03/2024,"874.44","881.18","872.67","875.67","1,451,942"
10/02/2024,"874.65","881.23","867.16","878.53","1,317,146"
10/01/2024,"885.25","886.99","872.75","877.38","1,836,683"
09/30/2024,"891.37","910.00","881.41","886.52","2,146,353"
09/27/2024,"893.26","893.49","874.00","885.62","3,459,054"
09/26/2024,"905.30","909.24","898.13","901.44","2,738,553"
09/25/2024,"903.00","910.36","901.13","908.42","1,728,137"
09/24/2024,"912.01","912.77","897.53","901.54","2,432,552"
09/23/2024,"906.98","919.50","900.78","917.08","1,697,643"
09/20/2024,"901.57","907.81","895.70","906.98","4,658,159"
09/19/2024,"904.26","905.13","895.50","900.74","1,747,482"
09/18/2024,"899.94","904.98","890.95","892.52","1,338,163"
09/17/2024,"908.43","908.60","895.45","897.27","1,386,963"
09/16/2024,"922.00","922.63","905.35","907.87","1,661,046"
09/13/2024,"913.63","923.83","909.36","916.00","1,327,509"
09/12/2024,"900.42","915.70","896.51","915.03","1,868,674"
09/11/2024,"895.00","902.00","877.87","900.40","1,796,084"
09/10/2024,"892.60","900.69","887.52","894.29","1,360,818"
09/09/2024,"884.74","898.83","881.70","896.49","1,953,977"
09/06/2024,"891.26","893.20","871.00","876.68","2,074,604"
09/05/2024,"888.63","888.63","868.70","885.98","1,998,837"
09/04/2024,"877.45","891.76","876.59","890.02","1,425,160"
09/03/2024,"896.68","896.89","874.44","878.57","1,783,440"
08/30/2024,"890.50","896.33","883.10","892.38","1,933,485"
08/29/2024,"891.00","900.46","885.17","886.63","1,709,893"
08/28/2024,"910.96","912.22","881.66","888.05","1,668,378"
08/27/2024,"892.69","918.93","887.07","908.90","2,098,899"
08/26/2024,"883.17","893.25","881.44","892.51","1,737,024"
08/23/2024,"882.49","884.56","871.67","879.21","1,305,753"
08/22/2024,"882.30","884.00","873.18","877.56","1,440,919"
08/21/2024,"880.74","891.12","877.22","881.42","1,465,505"
08/20/2024,"872.00","876.76","871.17","876.20","1,104,595"
08/19/2024,"870.59","873.63","868.70","872.35","1,318,382"
08/16/2024,"877.35","877.35","868.62","870.59","1,516,332"
08/15/2024,"872.87","880.33","869.00","877.35","1,923,809"
08/14/2024,"864.87","866.73","858.50","862.71","1,341,493"
